Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,"-0,057529","-2,0702","0,048193",0,0,0,"43,605","17,27","-1,6137E-15","6,8792E-32","1,1437","9,874E-16","17,27",0,0,0,0,0,0,package://rura_zlozenie_/meshes/base_link.STL,"0,55294","0,71373","0,92157",1,0,0,0,0,0,0,package://rura_zlozenie_/meshes/base_link.STL,,rura_prosta_1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,0
cz1,"0,036975","-3,4001E-16","0,036975",0,0,0,"24,47","1,065","3,5879E-08","3,5123E-14","1,4005","-3,5879E-08","1,065",0,0,0,0,0,0,package://rura_zlozenie_/meshes/cz1.STL,"0,55294","0,71373","0,92157",1,0,0,0,0,0,0,package://rura_zlozenie_/meshes/cz1.STL,,czwórnik_1-1,Origin_cz1,,cz1,fixed,"-0,057529","-3,5","0,048193","1,5708",0,"1,5708",base_link,0,0,0,,,,,,,,,,,,0
